0   1
1	0.305560
2	0.184677
3	0.137518
4	0.113429
5	0.098722
6	0.088383
7	0.080295
8	0.073501
9	0.067550
10	0.062178
11	0.057266
12	0.052749
13	0.048588
14	0.044752
15	0.041216
16	0.037956
17	0.034951
18	0.032183
19	0.029633
20	0.027284
21	0.025121
22	0.023128
23	0.021293
24	0.019604
25	0.018049
26	0.016616
27	0.015298
28	0.014084
29	0.012966
30	0.011937
31	0.010990
32	0.010117
33	0.009314
34	0.008575
35	0.007894
36	0.007268
37	0.006691
38	0.006160
39	0.005671
40	0.005221
41	0.004806
42	0.004425
43	0.004074
44	0.003750
45	0.003453
46	0.003179
47	0.002926
48	0.002694
49	0.002480
50	0.002283
51	0.002102
52	0.001935
53	0.001782
54	0.001640
55	0.001510
56	0.001390
57	0.001280
58	0.001178
59	0.001085
60	0.000999
