0   1
1	0.498990
2	0.352648
3	0.278288
4	0.232911
5	0.201746
6	0.179209
7	0.161878
8	0.148223
9	0.137042
10	0.127693
11	0.119738
12	0.112745
13	0.106653
14	0.101053
15	0.096115
16	0.091401
17	0.087226
18	0.083120
19	0.079486
20	0.075831
21	0.072606
22	0.069312
23	0.066416
24	0.063424
25	0.060804
26	0.058077
27	0.055696
28	0.053203
29	0.051033
30	0.048753
31	0.046771
32	0.044683
33	0.042872
34	0.040960
35	0.039302
36	0.037552
37	0.036034
38	0.034431
39	0.033041
40	0.031573
41	0.030299
42	0.028954
43	0.027788
44	0.026555
45	0.025486
46	0.024357
47	0.023377
48	0.022342
49	0.021444
50	0.020496
51	0.019673
52	0.018804
53	0.018049
54	0.017253
55	0.016560
56	0.015831
57	0.015195
58	0.014527
59	0.013944
60	0.013331
61	0.012797
62	0.012235
63	0.011745
64	0.011230
65	0.010780
66	0.010308
67	0.009895
68	0.009462
69	0.009083
70	0.008686
71	0.008339
72	0.007975
73	0.007656
74	0.007322
75	0.007029
76	0.006723
77	0.006454
78	0.006173
79	0.005926
80	0.005669
81	0.005442
82	0.005206
83	0.004998
84	0.004781
85	0.004590
86	0.004391
87	0.004216
88	0.004033
89	0.003872
90	0.003705
91	0.003557
92	0.003403
93	0.003267
94	0.003126
95	0.003001
96	0.002872
97	0.002757
98	0.002638
99	0.002533
100	0.002424
101	0.002327
102	0.002227
103	0.002138
104	0.002046
105	0.001965
106	0.001880
107	0.001805
108	0.001728
109	0.001659
110	0.001588
111	0.001525
112	0.001459
113	0.001401
114	0.001341
115	0.001288
116	0.001233
117	0.001183
118	0.001133
119	0.001088
120	0.001041
121	0.001000
