10      0.000589        0.000658
50      0.000916        0.001263
100     0.001316        0.002351
200     0.001147        0.002414
500     0.001642        0.005485
1000    0.003350        0.011712
5000    0.019073        0.040899
10000   0.019062        0.071214


